time,value,field,id
2025-08-14T14:00:00Z,0,voc,470794
2025-08-14T15:00:00Z,0,voc,470794
2025-08-14T16:00:00Z,0,voc,470794
2025-08-14T17:00:00Z,0,voc,470794
2025-08-14T18:00:00Z,0,voc,470794
2025-08-14T19:00:00Z,0,voc,470794
2025-08-14T20:00:00Z,0,voc,470794
2025-08-14T21:00:00Z,0,voc,470794
2025-08-14T22:00:00Z,0,voc,470794
2025-08-12T04:00:00Z,0,voc,470800
2025-08-12T05:00:00Z,0,voc,470800
2025-08-12T06:00:00Z,0,voc,470800
2025-08-12T07:00:00Z,0,voc,470800
2025-08-12T08:00:00Z,0,voc,470800
2025-08-12T09:00:00Z,0,voc,470800
2025-08-12T10:00:00Z,0,voc,470800
2025-08-12T11:00:00Z,0,voc,470800
2025-08-12T12:00:00Z,0,voc,470800
2025-08-12T13:00:00Z,0,voc,470800
2025-08-12T14:00:00Z,0,voc,470800
2025-08-12T15:00:00Z,0,voc,470800
2025-08-12T16:00:00Z,0,voc,470800
2025-08-12T17:00:00Z,0,voc,470800
2025-08-12T18:00:00Z,0,voc,470800
2025-08-12T19:00:00Z,0,voc,470800
2025-08-12T20:00:00Z,0,voc,470800
2025-08-12T21:00:00Z,0,voc,470800
2025-08-12T22:00:00Z,0,voc,470800
2025-08-12T23:00:00Z,0,voc,470800
2025-08-13T00:00:00Z,0,voc,470800
2025-08-13T01:00:00Z,0,voc,470800
2025-08-13T02:00:00Z,0,voc,470800
2025-08-13T03:00:00Z,0,voc,470800
2025-08-13T04:00:00Z,0,voc,470800
2025-08-13T05:00:00Z,0,voc,470800
2025-08-13T06:00:00Z,0,voc,470800
2025-08-13T07:00:00Z,0,voc,470800
2025-08-13T08:00:00Z,0,voc,470800
2025-08-13T09:00:00Z,0,voc,470800
2025-08-13T10:00:00Z,0,voc,470800
2025-08-13T11:00:00Z,0,voc,470800
2025-08-13T12:00:00Z,0,voc,470800
2025-08-13T13:00:00Z,0,voc,470800
2025-08-13T14:00:00Z,0,voc,470800
2025-08-13T15:00:00Z,0,voc,470800
2025-08-13T16:00:00Z,0,voc,470800
2025-08-13T17:00:00Z,0,voc,470800
2025-08-13T18:00:00Z,0,voc,470800
2025-08-13T19:00:00Z,0,voc,470800
2025-08-13T20:00:00Z,0,voc,470800
2025-08-13T21:00:00Z,0,voc,470800
2025-08-13T22:00:00Z,0,voc,470800
2025-08-13T23:00:00Z,0,voc,470800
2025-08-14T00:00:00Z,0,voc,470800
2025-08-14T01:00:00Z,0,voc,470800
2025-08-14T02:00:00Z,0,voc,470800
2025-08-14T03:00:00Z,0,voc,470800
2025-08-14T04:00:00Z,0,voc,470800
2025-08-14T05:00:00Z,0,voc,470800
2025-08-14T06:00:00Z,0,voc,470800
2025-08-14T07:00:00Z,0,voc,470800
2025-08-14T08:00:00Z,0,voc,470800
2025-08-14T09:00:00Z,0,voc,470800
2025-08-14T10:00:00Z,0,voc,470800
2025-08-14T11:00:00Z,0,voc,470800
2025-08-14T12:00:00Z,0,voc,470800
2025-08-14T13:00:00Z,0,voc,470800
2025-08-14T14:00:00Z,0,voc,470800
2025-08-14T15:00:00Z,0,voc,470800
2025-08-14T16:00:00Z,0,voc,470800
2025-08-14T17:00:00Z,0,voc,470800
2025-08-14T18:00:00Z,0,voc,470800
2025-08-14T19:00:00Z,0,voc,470800
2025-08-14T20:00:00Z,0,voc,470800
2025-08-14T21:00:00Z,0,voc,470800
2025-08-14T22:00:00Z,0,voc,470800
2025-08-14T23:00:00Z,0,voc,470800
2025-08-12T04:00:00Z,0,voc,470806
2025-08-12T05:00:00Z,0,voc,470806
2025-08-12T06:00:00Z,0,voc,470806
2025-08-12T07:00:00Z,0,voc,470806
2025-08-12T08:00:00Z,0,voc,470806
2025-08-12T09:00:00Z,0,voc,470806
2025-08-12T10:00:00Z,0,voc,470806
2025-08-12T11:00:00Z,0,voc,470806
2025-08-12T12:00:00Z,0,voc,470806
2025-08-12T13:00:00Z,0,voc,470806
2025-08-12T14:00:00Z,0,voc,470806
2025-08-12T15:00:00Z,0,voc,470806
2025-08-12T16:00:00Z,0,voc,470806
2025-08-12T17:00:00Z,0,voc,470806
2025-08-12T18:00:00Z,0,voc,470806
2025-08-12T19:00:00Z,0,voc,470806
2025-08-12T20:00:00Z,0,voc,470806
2025-08-12T21:00:00Z,0,voc,470806
2025-08-12T22:00:00Z,0,voc,470806
2025-08-12T23:00:00Z,0,voc,470806
2025-08-13T00:00:00Z,0,voc,470806
2025-08-13T01:00:00Z,0,voc,470806
2025-08-13T02:00:00Z,0,voc,470806
2025-08-13T03:00:00Z,0,voc,470806
2025-08-13T04:00:00Z,0,voc,470806
2025-08-13T05:00:00Z,0,voc,470806
2025-08-13T06:00:00Z,0,voc,470806
2025-08-13T07:00:00Z,0,voc,470806
2025-08-13T08:00:00Z,0,voc,470806
2025-08-13T09:00:00Z,0,voc,470806
2025-08-13T10:00:00Z,0,voc,470806
2025-08-13T11:00:00Z,0,voc,470806
2025-08-13T12:00:00Z,0,voc,470806
2025-08-13T13:00:00Z,0,voc,470806
2025-08-13T14:00:00Z,0,voc,470806
2025-08-13T15:00:00Z,0,voc,470806
2025-08-13T16:00:00Z,0,voc,470806
2025-08-13T17:00:00Z,0,voc,470806
2025-08-13T18:00:00Z,0,voc,470806
2025-08-13T19:00:00Z,0,voc,470806
2025-08-13T20:00:00Z,0,voc,470806
2025-08-13T21:00:00Z,0,voc,470806
2025-08-13T22:00:00Z,0,voc,470806
2025-08-13T23:00:00Z,0,voc,470806
2025-08-14T00:00:00Z,0,voc,470806
2025-08-14T01:00:00Z,0,voc,470806
2025-08-14T02:00:00Z,0,voc,470806
2025-08-14T03:00:00Z,0,voc,470806
2025-08-14T04:00:00Z,0,voc,470806
2025-08-14T05:00:00Z,0,voc,470806
2025-08-14T06:00:00Z,0,voc,470806
2025-08-14T07:00:00Z,0,voc,470806
2025-08-14T08:00:00Z,0,voc,470806
2025-08-14T09:00:00Z,0,voc,470806
2025-08-14T10:00:00Z,0,voc,470806
2025-08-14T11:00:00Z,0,voc,470806
2025-08-14T12:00:00Z,0,voc,470806
2025-08-14T13:00:00Z,0,voc,470806
2025-08-14T14:00:00Z,0,voc,470806
2025-08-14T15:00:00Z,0,voc,470806
2025-08-14T16:00:00Z,0,voc,470806
2025-08-14T17:00:00Z,0,voc,470806
2025-08-14T18:00:00Z,0,voc,470806
2025-08-14T19:00:00Z,0,voc,470806
2025-08-14T20:00:00Z,0,voc,470806
2025-08-12T04:00:00Z,0,voc,470821
2025-08-12T05:00:00Z,0,voc,470821
2025-08-12T06:00:00Z,0,voc,470821
2025-08-12T07:00:00Z,0,voc,470821
2025-08-12T08:00:00Z,0,voc,470821
2025-08-12T09:00:00Z,0,voc,470821
2025-08-12T10:00:00Z,0,voc,470821
2025-08-12T11:00:00Z,0,voc,470821
2025-08-12T12:00:00Z,0,voc,470821
2025-08-12T13:00:00Z,0,voc,470821
2025-08-12T14:00:00Z,0,voc,470821
2025-08-12T15:00:00Z,0,voc,470821
2025-08-12T16:00:00Z,0,voc,470821
2025-08-12T17:00:00Z,0,voc,470821
2025-08-12T18:00:00Z,0,voc,470821
2025-08-12T19:00:00Z,0,voc,470821
2025-08-12T20:00:00Z,0,voc,470821
2025-08-12T21:00:00Z,0,voc,470821
2025-08-12T22:00:00Z,0,voc,470821
2025-08-12T23:00:00Z,0,voc,470821
2025-08-13T00:00:00Z,0,voc,470821
2025-08-13T01:00:00Z,0,voc,470821
2025-08-13T02:00:00Z,0,voc,470821
2025-08-13T03:00:00Z,0,voc,470821
2025-08-13T04:00:00Z,0,voc,470821
2025-08-13T05:00:00Z,0,voc,470821
2025-08-13T06:00:00Z,0,voc,470821
2025-08-13T07:00:00Z,0,voc,470821
2025-08-13T08:00:00Z,0,voc,470821
2025-08-13T09:00:00Z,0,voc,470821
2025-08-13T10:00:00Z,0,voc,470821
2025-08-13T11:00:00Z,0,voc,470821
2025-08-13T12:00:00Z,0,voc,470821
2025-08-13T13:00:00Z,0,voc,470821
2025-08-13T14:00:00Z,0,voc,470821
2025-08-13T15:00:00Z,0,voc,470821
2025-08-13T16:00:00Z,0,voc,470821
2025-08-13T17:00:00Z,0,voc,470821
2025-08-13T18:00:00Z,0,voc,470821
2025-08-13T19:00:00Z,0,voc,470821
2025-08-13T20:00:00Z,0,voc,470821
2025-08-13T21:00:00Z,0,voc,470821
2025-08-13T22:00:00Z,0,voc,470821
2025-08-13T23:00:00Z,0,voc,470821
2025-08-14T00:00:00Z,0,voc,470821
2025-08-14T01:00:00Z,0,voc,470821
2025-08-14T02:00:00Z,0,voc,470821
2025-08-14T03:00:00Z,0,voc,470821
2025-08-14T04:00:00Z,0,voc,470821
2025-08-14T05:00:00Z,0,voc,470821
2025-08-14T06:00:00Z,0,voc,470821
2025-08-14T07:00:00Z,0,voc,470821
2025-08-14T08:00:00Z,0,voc,470821
2025-08-14T09:00:00Z,0,voc,470821
2025-08-14T10:00:00Z,0,voc,470821
2025-08-14T11:00:00Z,0,voc,470821
2025-08-14T12:00:00Z,0,voc,470821
2025-08-14T13:00:00Z,0,voc,470821
2025-08-14T14:00:00Z,0,voc,470821
2025-08-14T15:00:00Z,0,voc,470821
2025-08-14T16:00:00Z,0,voc,470821
2025-08-14T17:00:00Z,0,voc,470821
2025-08-14T18:00:00Z,0,voc,470821
2025-08-14T19:00:00Z,0,voc,470821
2025-08-14T20:00:00Z,0,voc,470821
2025-08-14T21:00:00Z,0,voc,470821
2025-08-12T04:00:00Z,0,voc,470914
2025-08-12T05:00:00Z,0,voc,470914
2025-08-12T06:00:00Z,0,voc,470914
2025-08-12T07:00:00Z,0,voc,470914
2025-08-12T08:00:00Z,0,voc,470914
2025-08-12T09:00:00Z,0,voc,470914
2025-08-12T10:00:00Z,0,voc,470914
2025-08-12T11:00:00Z,0,voc,470914
2025-08-12T12:00:00Z,0,voc,470914
2025-08-12T13:00:00Z,0,voc,470914
2025-08-12T14:00:00Z,0,voc,470914
2025-08-12T15:00:00Z,0,voc,470914
2025-08-12T16:00:00Z,0,voc,470914
2025-08-12T17:00:00Z,0,voc,470914
2025-08-12T18:00:00Z,0,voc,470914
2025-08-12T19:00:00Z,0,voc,470914
2025-08-12T20:00:00Z,0,voc,470914
2025-08-12T21:00:00Z,0,voc,470914
2025-08-12T22:00:00Z,0,voc,470914
2025-08-12T23:00:00Z,0,voc,470914
2025-08-13T00:00:00Z,0,voc,470914
2025-08-13T01:00:00Z,0,voc,470914
2025-08-13T02:00:00Z,0,voc,470914
2025-08-13T03:00:00Z,0,voc,470914
2025-08-13T04:00:00Z,0,voc,470914
2025-08-13T05:00:00Z,0,voc,470914
2025-08-13T06:00:00Z,0,voc,470914
2025-08-13T07:00:00Z,0,voc,470914
2025-08-13T08:00:00Z,0,voc,470914
2025-08-13T09:00:00Z,0,voc,470914
2025-08-13T10:00:00Z,0,voc,470914
2025-08-13T11:00:00Z,0,voc,470914
2025-08-13T12:00:00Z,0,voc,470914
2025-08-13T13:00:00Z,0,voc,470914
2025-08-13T14:00:00Z,0,voc,470914
2025-08-13T15:00:00Z,0,voc,470914
2025-08-13T16:00:00Z,0,voc,470914
2025-08-13T17:00:00Z,0,voc,470914
2025-08-13T18:00:00Z,0,voc,470914
2025-08-13T19:00:00Z,0,voc,470914
2025-08-13T20:00:00Z,0,voc,470914
2025-08-13T21:00:00Z,0,voc,470914
2025-08-13T22:00:00Z,0,voc,470914
2025-08-13T23:00:00Z,0,voc,470914
2025-08-14T00:00:00Z,0,voc,470914
2025-08-14T01:00:00Z,0,voc,470914
2025-08-14T02:00:00Z,0,voc,470914
2025-08-14T03:00:00Z,0,voc,470914
2025-08-14T04:00:00Z,0,voc,470914
2025-08-14T05:00:00Z,0,voc,470914
2025-08-14T06:00:00Z,0,voc,470914
2025-08-14T07:00:00Z,0,voc,470914
2025-08-14T08:00:00Z,0,voc,470914
2025-08-14T09:00:00Z,0,voc,470914
2025-08-14T10:00:00Z,0,voc,470914
2025-08-14T11:00:00Z,0,voc,470914
2025-08-14T12:00:00Z,0,voc,470914
2025-08-14T13:00:00Z,0,voc,470914
2025-08-14T14:00:00Z,0,voc,470914
2025-08-14T15:00:00Z,0,voc,470914
2025-08-14T16:00:00Z,0,voc,470914
2025-08-14T17:00:00Z,0,voc,470914
2025-08-14T18:00:00Z,0,voc,470914
2025-08-14T19:00:00Z,0,voc,470914
2025-08-14T20:00:00Z,0,voc,470914
2025-08-14T21:00:00Z,0,voc,470914
2025-08-14T22:00:00Z,0,voc,470914
2025-08-12T05:00:00Z,0,voc,470920
2025-08-12T06:00:00Z,0,voc,470920
2025-08-12T07:00:00Z,0,voc,470920
2025-08-12T08:00:00Z,0,voc,470920
2025-08-12T09:00:00Z,0,voc,470920
2025-08-12T10:00:00Z,0,voc,470920
2025-08-12T11:00:00Z,0,voc,470920
2025-08-12T12:00:00Z,0,voc,470920
2025-08-12T13:00:00Z,0,voc,470920
2025-08-12T14:00:00Z,0,voc,470920
2025-08-12T15:00:00Z,0,voc,470920
2025-08-12T16:00:00Z,0,voc,470920
2025-08-12T17:00:00Z,0,voc,470920
2025-08-12T18:00:00Z,0,voc,470920
2025-08-12T19:00:00Z,0,voc,470920
2025-08-12T20:00:00Z,0,voc,470920
2025-08-12T21:00:00Z,0,voc,470920
2025-08-12T22:00:00Z,0,voc,470920
2025-08-12T23:00:00Z,0,voc,470920
2025-08-13T00:00:00Z,0,voc,470920
2025-08-13T01:00:00Z,0,voc,470920
2025-08-13T02:00:00Z,0,voc,470920
2025-08-13T03:00:00Z,0,voc,470920
2025-08-13T04:00:00Z,0,voc,470920
2025-08-13T05:00:00Z,0,voc,470920
2025-08-13T06:00:00Z,0,voc,470920
2025-08-13T07:00:00Z,0,voc,470920
2025-08-13T08:00:00Z,0,voc,470920
2025-08-13T09:00:00Z,0,voc,470920
2025-08-13T10:00:00Z,0,voc,470920
2025-08-13T11:00:00Z,0,voc,470920
2025-08-13T12:00:00Z,0,voc,470920
2025-08-13T13:00:00Z,0,voc,470920
2025-08-13T14:00:00Z,0,voc,470920
2025-08-13T15:00:00Z,0,voc,470920
2025-08-13T16:00:00Z,0,voc,470920
2025-08-13T17:00:00Z,0,voc,470920
2025-08-13T18:00:00Z,0,voc,470920
2025-08-13T19:00:00Z,0,voc,470920
2025-08-13T20:00:00Z,0,voc,470920
2025-08-13T21:00:00Z,0,voc,470920
2025-08-13T22:00:00Z,0,voc,470920
2025-08-13T23:00:00Z,0,voc,470920
2025-08-14T00:00:00Z,0,voc,470920
2025-08-14T01:00:00Z,0,voc,470920
2025-08-14T02:00:00Z,0,voc,470920
2025-08-14T03:00:00Z,0,voc,470920
2025-08-14T04:00:00Z,0,voc,470920
2025-08-14T05:00:00Z,0,voc,470920
2025-08-14T06:00:00Z,0,voc,470920
2025-08-14T07:00:00Z,0,voc,470920
2025-08-14T08:00:00Z,0,voc,470920
2025-08-14T09:00:00Z,0,voc,470920
2025-08-14T10:00:00Z,0,voc,470920
2025-08-14T11:00:00Z,0,voc,470920
2025-08-14T12:00:00Z,0,voc,470920
2025-08-14T13:00:00Z,0,voc,470920
2025-08-14T14:00:00Z,0,voc,470920
2025-08-14T15:00:00Z,0,voc,470920
2025-08-14T16:00:00Z,0,voc,470920
2025-08-14T17:00:00Z,0,voc,470920
2025-08-14T18:00:00Z,0,voc,470920
2025-08-14T19:00:00Z,0,voc,470920
2025-08-14T20:00:00Z,0,voc,470920
2025-08-14T21:00:00Z,0,voc,470920
2025-08-14T22:00:00Z,0,voc,470920
2025-08-14T23:00:00Z,0,voc,470920
2025-08-15T00:00:00Z,0,voc,470920
2025-08-15T01:00:00Z,0,voc,470920
2025-08-15T02:00:00Z,0,voc,470920
2025-08-15T03:00:00Z,0,voc,470920
2025-08-12T05:00:00Z,0,voc,470971
2025-08-12T06:00:00Z,0,voc,470971
2025-08-12T07:00:00Z,0,voc,470971
2025-08-12T08:00:00Z,0,voc,470971
2025-08-12T09:00:00Z,0,voc,470971
2025-08-12T10:00:00Z,0,voc,470971
2025-08-12T11:00:00Z,0,voc,470971
2025-08-12T12:00:00Z,0,voc,470971
2025-08-12T13:00:00Z,0,voc,470971
2025-08-12T14:00:00Z,0,voc,470971
2025-08-12T15:00:00Z,0,voc,470971
2025-08-12T16:00:00Z,0,voc,470971
2025-08-12T17:00:00Z,0,voc,470971
2025-08-12T18:00:00Z,0,voc,470971
2025-08-12T19:00:00Z,0,voc,470971
2025-08-12T20:00:00Z,0,voc,470971
2025-08-12T21:00:00Z,0,voc,470971
2025-08-12T22:00:00Z,0,voc,470971
2025-08-12T23:00:00Z,0,voc,470971
2025-08-13T00:00:00Z,0,voc,470971
2025-08-13T01:00:00Z,0,voc,470971
2025-08-13T02:00:00Z,0,voc,470971
2025-08-13T03:00:00Z,0,voc,470971
2025-08-13T04:00:00Z,0,voc,470971
2025-08-13T05:00:00Z,0,voc,470971
2025-08-13T06:00:00Z,0,voc,470971
2025-08-13T07:00:00Z,0,voc,470971
2025-08-13T08:00:00Z,0,voc,470971
2025-08-13T09:00:00Z,0,voc,470971
2025-08-13T10:00:00Z,0,voc,470971
2025-08-13T11:00:00Z,0,voc,470971
2025-08-13T12:00:00Z,0,voc,470971
2025-08-13T13:00:00Z,0,voc,470971
2025-08-13T14:00:00Z,0,voc,470971
2025-08-13T15:00:00Z,0,voc,470971
2025-08-13T16:00:00Z,0,voc,470971
2025-08-13T17:00:00Z,0,voc,470971
2025-08-13T18:00:00Z,0,voc,470971
2025-08-13T19:00:00Z,0,voc,470971
2025-08-13T20:00:00Z,0,voc,470971
2025-08-13T21:00:00Z,0,voc,470971
2025-08-13T22:00:00Z,0,voc,470971
2025-08-13T23:00:00Z,0,voc,470971
2025-08-14T00:00:00Z,0,voc,470971
2025-08-14T01:00:00Z,0,voc,470971
2025-08-14T02:00:00Z,0,voc,470971
2025-08-14T03:00:00Z,0,voc,470971
2025-08-14T04:00:00Z,0,voc,470971
2025-08-14T05:00:00Z,0,voc,470971
2025-08-14T06:00:00Z,0,voc,470971
2025-08-14T07:00:00Z,0,voc,470971
2025-08-14T08:00:00Z,0,voc,470971
2025-08-14T09:00:00Z,0,voc,470971
2025-08-14T10:00:00Z,0,voc,470971
2025-08-14T11:00:00Z,0,voc,470971
2025-08-14T12:00:00Z,0,voc,470971
2025-08-14T13:00:00Z,0,voc,470971
2025-08-14T14:00:00Z,0,voc,470971
2025-08-14T15:00:00Z,0,voc,470971
2025-08-14T16:00:00Z,0,voc,470971
2025-08-14T17:00:00Z,0,voc,470971
2025-08-14T18:00:00Z,0,voc,470971
2025-08-14T19:00:00Z,0,voc,470971
2025-08-14T20:00:00Z,0,voc,470971
2025-08-14T21:00:00Z,0,voc,470971
2025-08-14T22:00:00Z,0,voc,470971
2025-08-14T23:00:00Z,0,voc,470971
2025-08-15T00:00:00Z,0,voc,470971
2025-08-15T01:00:00Z,0,voc,470971
2025-08-15T02:00:00Z,0,voc,470971
2025-08-15T03:00:00Z,0,voc,470971
2025-08-12T04:00:00Z,0,voc,470974
2025-08-12T05:00:00Z,0,voc,470974
2025-08-12T06:00:00Z,0,voc,470974
2025-08-12T07:00:00Z,0,voc,470974
2025-08-12T08:00:00Z,0,voc,470974
2025-08-12T09:00:00Z,0,voc,470974
2025-08-12T10:00:00Z,0,voc,470974
2025-08-12T11:00:00Z,0,voc,470974
2025-08-12T12:00:00Z,0,voc,470974
2025-08-12T13:00:00Z,0,voc,470974
2025-08-12T14:00:00Z,0,voc,470974
2025-08-12T15:00:00Z,0,voc,470974
2025-08-12T16:00:00Z,0,voc,470974
2025-08-12T17:00:00Z,0,voc,470974
2025-08-12T18:00:00Z,0,voc,470974
2025-08-12T19:00:00Z,0,voc,470974
2025-08-12T20:00:00Z,0,voc,470974
2025-08-12T21:00:00Z,0,voc,470974
2025-08-12T22:00:00Z,0,voc,470974
2025-08-12T23:00:00Z,0,voc,470974
2025-08-13T00:00:00Z,0,voc,470974
2025-08-13T01:00:00Z,0,voc,470974
2025-08-13T02:00:00Z,0,voc,470974
2025-08-13T03:00:00Z,0,voc,470974
2025-08-13T04:00:00Z,0,voc,470974
2025-08-13T05:00:00Z,0,voc,470974
2025-08-13T06:00:00Z,0,voc,470974
2025-08-13T07:00:00Z,0,voc,470974
2025-08-13T08:00:00Z,0,voc,470974
2025-08-13T09:00:00Z,0,voc,470974
2025-08-13T10:00:00Z,0,voc,470974
2025-08-13T11:00:00Z,0,voc,470974
2025-08-13T12:00:00Z,0,voc,470974
2025-08-13T13:00:00Z,0,voc,470974
2025-08-13T14:00:00Z,0,voc,470974
2025-08-13T15:00:00Z,0,voc,470974
2025-08-13T16:00:00Z,0,voc,470974
2025-08-13T17:00:00Z,0,voc,470974
2025-08-13T18:00:00Z,0,voc,470974
2025-08-13T19:00:00Z,0,voc,470974
2025-08-13T20:00:00Z,0,voc,470974
2025-08-13T21:00:00Z,0,voc,470974
2025-08-13T22:00:00Z,0,voc,470974
2025-08-13T23:00:00Z,0,voc,470974
2025-08-14T00:00:00Z,0,voc,470974
2025-08-14T01:00:00Z,0,voc,470974
2025-08-14T02:00:00Z,0,voc,470974
2025-08-14T03:00:00Z,0,voc,470974
2025-08-14T04:00:00Z,0,voc,470974
2025-08-14T05:00:00Z,0,voc,470974
2025-08-14T06:00:00Z,0,voc,470974
2025-08-14T07:00:00Z,0,voc,470974
2025-08-14T08:00:00Z,0,voc,470974
2025-08-14T09:00:00Z,0,voc,470974
2025-08-14T10:00:00Z,0,voc,470974
2025-08-14T11:00:00Z,0,voc,470974
2025-08-14T12:00:00Z,0,voc,470974
2025-08-14T13:00:00Z,0,voc,470974
2025-08-14T14:00:00Z,0,voc,470974
2025-08-14T15:00:00Z,0,voc,470974
2025-08-14T16:00:00Z,0,voc,470974
2025-08-14T17:00:00Z,0,voc,470974
2025-08-14T18:00:00Z,0,voc,470974
2025-08-12T04:00:00Z,0,voc,470977
2025-08-12T05:00:00Z,0,voc,470977
2025-08-12T06:00:00Z,0,voc,470977
2025-08-12T07:00:00Z,0,voc,470977
2025-08-12T08:00:00Z,0,voc,470977
2025-08-12T09:00:00Z,0,voc,470977
2025-08-12T10:00:00Z,0,voc,470977
2025-08-12T11:00:00Z,0,voc,470977
2025-08-12T12:00:00Z,0,voc,470977
2025-08-12T13:00:00Z,0,voc,470977
2025-08-12T14:00:00Z,0,voc,470977
2025-08-12T15:00:00Z,0,voc,470977
2025-08-12T16:00:00Z,0,voc,470977
2025-08-12T17:00:00Z,0,voc,470977
2025-08-12T18:00:00Z,0,voc,470977
2025-08-12T19:00:00Z,0,voc,470977
2025-08-12T20:00:00Z,0,voc,470977
2025-08-12T21:00:00Z,0,voc,470977
2025-08-12T22:00:00Z,0,voc,470977
2025-08-12T23:00:00Z,0,voc,470977
2025-08-13T00:00:00Z,0,voc,470977
2025-08-13T01:00:00Z,0,voc,470977
2025-08-13T02:00:00Z,0,voc,470977
2025-08-13T03:00:00Z,0,voc,470977
2025-08-13T04:00:00Z,0,voc,470977
2025-08-13T05:00:00Z,0,voc,470977
2025-08-13T06:00:00Z,0,voc,470977
2025-08-13T07:00:00Z,0,voc,470977
2025-08-13T08:00:00Z,0,voc,470977
2025-08-13T09:00:00Z,0,voc,470977
2025-08-13T10:00:00Z,0,voc,470977
2025-08-13T11:00:00Z,0,voc,470977
2025-08-13T12:00:00Z,0,voc,470977
2025-08-13T13:00:00Z,0,voc,470977
2025-08-13T14:00:00Z,0,voc,470977
2025-08-13T15:00:00Z,0,voc,470977
2025-08-13T16:00:00Z,0,voc,470977
2025-08-13T17:00:00Z,0,voc,470977
2025-08-13T18:00:00Z,0,voc,470977
2025-08-13T19:00:00Z,0,voc,470977
2025-08-13T20:00:00Z,0,voc,470977
2025-08-13T21:00:00Z,0,voc,470977
2025-08-13T22:00:00Z,0,voc,470977
2025-08-13T23:00:00Z,0,voc,470977
2025-08-14T00:00:00Z,0,voc,470977
2025-08-14T01:00:00Z,0,voc,470977
2025-08-14T02:00:00Z,0,voc,470977
2025-08-14T03:00:00Z,0,voc,470977
2025-08-14T04:00:00Z,0,voc,470977
2025-08-14T05:00:00Z,0,voc,470977
2025-08-14T06:00:00Z,0,voc,470977
2025-08-14T07:00:00Z,0,voc,470977
2025-08-14T09:00:00Z,0,voc,470977
2025-08-14T10:00:00Z,0,voc,470977
2025-08-14T11:00:00Z,0,voc,470977
2025-08-14T12:00:00Z,0,voc,470977
2025-08-14T13:00:00Z,0,voc,470977
2025-08-14T14:00:00Z,0,voc,470977
2025-08-14T15:00:00Z,0,voc,470977
2025-08-12T04:00:00Z,0,voc,470989
2025-08-12T05:00:00Z,0,voc,470989
2025-08-12T06:00:00Z,0,voc,470989
2025-08-12T07:00:00Z,0,voc,470989
2025-08-12T08:00:00Z,0,voc,470989
2025-08-12T09:00:00Z,0,voc,470989
2025-08-12T10:00:00Z,0,voc,470989
2025-08-12T11:00:00Z,0,voc,470989
2025-08-12T12:00:00Z,0,voc,470989
2025-08-12T13:00:00Z,0,voc,470989
2025-08-12T14:00:00Z,0,voc,470989
2025-08-12T15:00:00Z,0,voc,470989
2025-08-12T16:00:00Z,0,voc,470989
2025-08-12T17:00:00Z,0,voc,470989
2025-08-12T18:00:00Z,0,voc,470989
2025-08-12T19:00:00Z,0,voc,470989
2025-08-12T20:00:00Z,0,voc,470989
2025-08-12T21:00:00Z,0,voc,470989
2025-08-12T22:00:00Z,0,voc,470989
2025-08-12T23:00:00Z,0,voc,470989
2025-08-13T00:00:00Z,0,voc,470989
2025-08-13T01:00:00Z,0,voc,470989
2025-08-13T02:00:00Z,0,voc,470989
2025-08-13T03:00:00Z,0,voc,470989
2025-08-13T04:00:00Z,0,voc,470989
2025-08-13T05:00:00Z,0,voc,470989
2025-08-13T06:00:00Z,0,voc,470989
2025-08-13T07:00:00Z,0,voc,470989
2025-08-13T08:00:00Z,0,voc,470989
2025-08-13T09:00:00Z,0,voc,470989
2025-08-13T10:00:00Z,0,voc,470989
2025-08-13T11:00:00Z,0,voc,470989
2025-08-13T12:00:00Z,0,voc,470989
2025-08-13T13:00:00Z,0,voc,470989
2025-08-13T14:00:00Z,0,voc,470989
2025-08-13T15:00:00Z,0,voc,470989
2025-08-13T16:00:00Z,0,voc,470989
2025-08-13T17:00:00Z,0,voc,470989
2025-08-13T18:00:00Z,0,voc,470989
2025-08-13T19:00:00Z,0,voc,470989
2025-08-13T20:00:00Z,0,voc,470989
2025-08-13T21:00:00Z,0,voc,470989
2025-08-13T22:00:00Z,0,voc,470989
2025-08-13T23:00:00Z,0,voc,470989
2025-08-14T00:00:00Z,0,voc,470989
2025-08-14T01:00:00Z,0,voc,470989
2025-08-14T02:00:00Z,0,voc,470989
2025-08-14T03:00:00Z,0,voc,470989
2025-08-14T04:00:00Z,0,voc,470989
2025-08-14T05:00:00Z,0,voc,470989
2025-08-14T06:00:00Z,0,voc,470989
2025-08-14T07:00:00Z,0,voc,470989
2025-08-14T08:00:00Z,0,voc,470989
2025-08-14T09:00:00Z,0,voc,470989
2025-08-14T10:00:00Z,0,voc,470989
2025-08-14T11:00:00Z,0,voc,470989
2025-08-14T12:00:00Z,0,voc,470989
2025-08-14T13:00:00Z,0,voc,470989
2025-08-14T14:00:00Z,0,voc,470989
2025-08-14T15:00:00Z,0,voc,470989
2025-08-14T16:00:00Z,0,voc,470989
2025-08-14T17:00:00Z,0,voc,470989
2025-08-14T18:00:00Z,0,voc,470989
2025-08-14T19:00:00Z,0,voc,470989
2025-08-14T20:00:00Z,0,voc,470989
2025-08-14T21:00:00Z,0,voc,470989
2025-08-14T22:00:00Z,0,voc,470989
2025-08-14T23:00:00Z,0,voc,470989
2025-08-15T00:00:00Z,0,voc,470989
